,orig.ident,nCount_RNA,nFeature_RNA,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,n_genes,leiden,Celltype
BC04BLOOD3_85222,31,1484.006632566452,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,596,0,CD4Tn
BC04BLOOD3_85224,31,1623.3431239128113,682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,682,0,CD4Tn
BC04BLOOD3_85227,31,1512.4182555675507,597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597,0,CD4Tn
BC04BLOOD3_85232,31,1442.5800158977509,557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557,0,CD4Tn
BC04BLOOD3_85234,31,1470.4336669445038,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568,0,CD4Tn
BC04BLOOD3_85238,31,1402.1446566581726,524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,524,0,CD4Tn
BC04BLOOD3_85239,31,1463.1083643436432,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,558,0,CD4Tn
BC04BLOOD3_85243,31,1634.5957326889038,648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648,0,CD4Tn
BC04BLOOD3_85245,31,1595.067066192627,613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613,0,CD4Tn
BC04BLOOD3_85248,31,1375.8367784023285,515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515,0,CD4Tn
BC04BLOOD3_85250,31,1382.7839024066925,514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514,0,CD4Tn
BC04BLOOD3_85259,31,1539.6903319358826,621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,621,0,CD4Tn
BC04BLOOD3_85269,31,1622.0005850791931,683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,683,0,CD4Tn
BC04BLOOD3_85278,31,1550.394471168518,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,616,0,CD4Tn
BC04BLOOD3_85281,31,1521.0881388187408,583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,583,0,CD4Tn
BC04BLOOD3_85283,31,1645.6328758001328,708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,708,0,CD4Tn
BC04BLOOD3_85288,31,1429.3120396137238,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560,0,CD4Tn
BC04BLOOD3_85290,31,1456.1967318058014,552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,0,CD4Tn
BC04BLOOD3_85296,31,1442.1258387565613,555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555,0,CD4Tn
BC04BLOOD3_85299,31,1481.4234421253204,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568,0,CD4Tn
BC04BLOOD3_85302,31,1466.9797568321228,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565,0,CD4Tn
BC04BLOOD3_85311,31,1364.1116871833801,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,0,CD4Tn
BC04BLOOD3_85313,31,1848.8493744134903,846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,846,0,CD4Tn
BC04BLOOD3_85315,31,1548.7847318649292,634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634,0,CD4Tn
BC04BLOOD3_85321,31,1739.6981347799301,781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,781,0,CD4Tn
BC04BLOOD3_85327,31,1645.5106070041656,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681,0,CD4Tn
BC04BLOOD3_85329,31,1365.9073553085327,503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503,0,CD4Tn
BC04BLOOD3_85330,31,1392.0965428352356,547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547,0,CD4Tn
BC04BLOOD3_85331,31,1601.2991635799408,661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661,0,CD4Tn
BC04BLOOD3_85337,31,1545.7513904571533,601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601,0,CD4Tn
BC04BLOOD3_85344,31,1954.1093304157257,986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,986,0,CD4Tn
BC04BLOOD3_85345,31,1962.7247678041458,895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,895,0,CD4Tn
BC04BLOOD3_85346,31,1617.7793300151825,667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,667,0,CD4Tn
BC04BLOOD3_85348,31,1729.966731786728,777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,777,0,CD4Tn
BC04BLOOD3_85349,31,1774.6892367601395,774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,774,0,CD4Tn
BC04BLOOD3_85353,31,1526.3939182758331,632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632,0,CD4Tn
BC04BLOOD3_85357,31,1623.2943859100342,686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,686,0,CD4Tn
BC04BLOOD3_85358,31,1643.0699355602264,672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,672,0,CD4Tn
BC04BLOOD3_85366,31,1446.8967893123627,556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556,0,CD4Tn
BC04BLOOD3_85367,31,1479.939442396164,586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,586,0,CD4Tn
BC04BLOOD3_85371,31,1500.524576663971,639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,639,0,CD4Tn
BC04BLOOD3_85387,31,1599.636702299118,669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669,0,CD4Tn
BC04BLOOD3_85392,31,1569.3441369533539,601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601,0,CD4Tn
BC04BLOOD3_85398,31,1426.135014295578,542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,542,0,CD4Tn
BC04BLOOD3_85399,31,1452.198561668396,541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541,0,CD4Tn
BC04BLOOD3_85411,31,2112.04189991951,945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945,0,CD4Tn
BC04BLOOD3_85412,31,1511.8551523685455,583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,583,0,CD4Tn
BC04BLOOD3_85416,31,1484.1914625167847,586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,586,0,CD4Tn
BC04BLOOD3_85424,31,1502.3465194702148,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568,0,CD4Tn
BC04BLOOD3_85428,31,1375.5158269405365,515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515,0,CD4Tn
BC04BLOOD3_85430,31,1430.4296822547913,549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,549,0,CD4Tn
BC04BLOOD3_85435,31,1589.2284395694733,640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640,0,CD4Tn
BC04BLOOD3_85446,31,1688.8636164665222,742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,742,0,CD4Tn
BC04BLOOD3_85449,31,1481.0121855735779,564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,564,0,CD4Tn
BC04BLOOD3_85450,31,1674.7401714324951,666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,0,CD4Tn
BC04BLOOD3_85454,31,1443.9377784729004,581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581,0,CD4Tn
BC04BLOOD3_85459,31,1413.1039607524872,543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543,0,CD4Tn
BC04BLOOD3_85467,31,1693.7686681747437,734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,734,0,CD4Tn
BC04BLOOD3_85468,31,1742.5407040119171,753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753,0,CD4Tn
BC04BLOOD3_85471,31,1492.982872724533,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578,0,CD4Tn
BC04BLOOD3_85474,31,1663.185028553009,666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,0,CD4Tn
BC04BLOOD3_85482,31,1545.8845019340515,626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,0,CD4Tn
BC04BLOOD3_85483,31,1499.0670001506805,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,596,0,CD4Tn
BC04BLOOD3_85487,31,1555.2698407173157,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630,0,CD4Tn
BC04BLOOD3_85489,31,1464.7944140434265,561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561,0,CD4Tn
BC04BLOOD3_85491,31,1636.024754524231,696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696,0,CD4Tn
BC04BLOOD3_85503,31,1437.421392440796,543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543,0,CD4Tn
BC04BLOOD3_85508,31,1430.6875910758972,541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541,0,CD4Tn
BC04BLOOD3_85512,31,1430.0111343860626,544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544,0,CD4Tn
BC04BLOOD3_85513,31,1701.5637316703796,672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,672,0,CD4Tn
BC04BLOOD3_85515,31,1434.1440575122833,541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541,0,CD4Tn
BC04BLOOD3_85517,31,1485.5166971683502,602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602,0,CD4Tn
BC04BLOOD3_85518,31,1455.6828873157501,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,0,CD4Tn
BC04BLOOD3_85523,31,1499.9032549858093,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559,0,CD4Tn
BC04BLOOD3_85525,31,1802.066071987152,869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,869,0,CD4Tn
BC04BLOOD3_85530,31,1458.078938484192,543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543,0,CD4Tn
BC04BLOOD3_85534,31,1684.1387001276016,748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,748,0,CD4Tn
BC04BLOOD3_85549,31,1443.135339975357,544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544,0,CD4Tn
BC04BLOOD3_85550,31,1491.4725635051727,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,0,CD4Tn
BC04BLOOD3_85553,31,1419.354843378067,543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543,0,CD4Tn
BC04BLOOD3_85557,31,1988.4322395324707,915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,915,0,CD4Tn
BC04BLOOD3_85567,31,1504.2935655117035,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580,0,CD4Tn
BC04BLOOD3_85568,31,1616.2855060100555,697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,697,0,CD4Tn
BC04BLOOD3_85569,31,1386.782956123352,515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515,0,CD4Tn
BC04BLOOD3_85570,31,1600.7144589424133,662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662,0,CD4Tn
BC04BLOOD3_85573,31,1658.5613210201263,697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,697,0,CD4Tn
BC04BLOOD3_85575,31,1427.3059303760529,553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553,0,CD4Tn
BC04BLOOD3_85577,31,1472.1966247558594,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,0,CD4Tn
BC04BLOOD3_85584,31,1343.9756133556366,507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507,0,CD4Tn
BC04BLOOD3_85587,31,1438.1852831840515,566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566,0,CD4Tn
BC04BLOOD3_85588,31,1461.2879185676575,546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,546,0,CD4Tn
BC04BLOOD3_85589,31,1546.3688600063324,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,616,0,CD4Tn
BC04BLOOD3_85591,31,1371.911264181137,503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503,0,CD4Tn
BC04BLOOD3_85599,31,1412.492065668106,524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,524,0,CD4Tn
BC04BLOOD3_85601,31,1533.5297255516052,621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,621,0,CD4Tn
BC04BLOOD3_85608,31,1578.4844210147858,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,610,0,CD4Tn
BC04BLOOD3_85616,31,1492.7678182125092,566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566,0,CD4Tn
BC04BLOOD3_85640,31,1534.5272297859192,598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598,0,CD4Tn
BC04BLOOD3_85642,31,1407.6483433246613,524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,524,0,CD4Tn
BC04BLOOD3_85643,31,1376.9804556369781,506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506,0,CD4Tn
BC04BLOOD3_85646,31,1488.5155546665192,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590,0,CD4Tn
BC04BLOOD3_85651,31,1469.221265077591,579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579,0,CD4Tn
BC04BLOOD3_85655,31,1433.2272922992706,541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541,0,CD4Tn
BC04BLOOD3_85657,31,1635.8345482349396,668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,668,0,CD4Tn
BC04BLOOD3_85667,31,1386.637328863144,513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513,0,CD4Tn
BC04BLOOD3_85668,31,1622.6824352741241,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,0,CD4Tn
BC04BLOOD3_85669,31,1617.4523618221283,671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,671,0,CD4Tn
BC04BLOOD3_85672,31,1698.3812386989594,725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,725,0,CD4Tn
BC04BLOOD3_85687,31,1601.5588567256927,645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645,0,CD4Tn
BC04BLOOD3_85688,31,1701.9777665138245,723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,723,0,CD4Tn
BC04BLOOD3_85705,31,1388.4512178897858,514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514,0,CD4Tn
BC04BLOOD3_85706,31,1468.7240443229675,562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562,0,CD4Tn
BC04BLOOD3_85707,31,1510.4166383743286,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,596,0,CD4Tn
BC04BLOOD3_85713,31,1473.7810854911804,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559,0,CD4Tn
BC04BLOOD3_85717,31,1640.1322498321533,654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654,0,CD4Tn
BC04BLOOD3_85719,31,1405.38720703125,531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531,0,CD4Tn
BC04BLOOD3_85722,31,1436.362675666809,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537,0,CD4Tn
BC04BLOOD3_85731,31,1396.5112085342407,531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531,0,CD4Tn
BC04BLOOD3_85739,31,1425.5907032489777,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568,0,CD4Tn
BC04BLOOD3_85740,31,1596.9076554775238,633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633,0,CD4Tn
